,sentiment,text,text_pt,text_pt_clean,text_pt_lemma
614,neutral,"On January 29 , 2009 The largest Nordic bank Nordea and Finnish retail chain Stockmann launched a regionally unique cooperation project : they are the first to introduce a common MasterCard credit card enabling payments in different states and stores .","Em 29 de janeiro de 2009, o maior banco nórdico Nordea e a rede de varejo finlandesa Stockmann lançaram um projeto de cooperação único na região: eles são os primeiros a introduzir um cartão de crédito MasterCard comum que permite pagamentos em diferentes estados e lojas.",29 janeiro 2009 maior banco nórdico nordea rede varejo finlandesa stockmann lançaram projeto cooperação único região primeiros introduzir cartão crédito mastercard comum permite pagamentos diferentes estados lojas,29 janeiro 2009 grande banco nórdico nordea reder varejo finlandesa stockmann lançar projeto cooperação único região primeiro introduzir cartão crédito mastercard comum permitir pagamento diferente Estados loja
615,neutral,"QPR has an established international customer base , spread over 70 countries in 2009 , and a variety of organizations including banks , manufacturing companies , service companies and government authorities .","A QPR tem uma base de clientes internacional estabelecida, espalhada por 70 países em 2009, e uma variedade de organizações, incluindo bancos, empresas de manufatura, empresas de serviços e autoridades governamentais.",qpr base clientes internacional estabelecida espalhada 70 países 2009 variedade organizações incluindo bancos empresas manufatura empresas serviços autoridades governamentais,qpr base cliente internacional estabelecer espalhar 70 país 2009 variedade organização incluir banco empresa manufatura empresa serviço autoridade governamental
616,positive,"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries","Escolhe o Líder de Logística Terceirizado Transplace para a Melhor Tecnologia da Classe, Recursos de Aquisição; Fabricante líder de embalagens especiais emprega solução 3PL completa para visibilidade da cadeia de suprimentos e eficiência de transporte para aumentar os níveis de serviço e entregas no prazo",escolhe líder logística terceirizado transplace melhor tecnologia classe recursos aquisição fabricante líder embalagens especiais emprega solução 3pl completa visibilidade cadeia suprimentos eficiência transporte aumentar níveis serviço entregas prazo,escolhe líder logístico terceirizar transplace bom tecnologia classe recurso aquisição fabricante líder embalagem especial empregar solução 3pl completo visibilidade cadeio suprimento eficiência transporte aumentar nível serviço entrega prazo
617,positive,4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G .,O 4G permite que os clientes usem serviços de banda larga móvel com velocidades até dez vezes maiores do que o 3G atual.,4g permite clientes usem serviços banda larga móvel velocidades dez vezes maiores 3g atual,4 g permitir cliente usar serviço banda largo móvel velocidade dez vez grande 3 g atual
618,neutral,"According to Eijkens , a publisher can do much more than just publish colourful books : a publisher can provide value added to information by individualising it .","De acordo com Eijkens, uma editora pode fazer muito mais do que apenas publicar livros coloridos: uma editora pode agregar valor às informações individualizando-as.",acordo eijkens editora pode fazer apenas publicar livros coloridos editora pode agregar valor informações individualizandoas,acordo eijkem editoro poder fazer apenas publicar livro colorir editora poder agregar valor informação individualizandoa
619,positive,"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .","Com base no forte interesse e feedback do cliente, o uso de fabricantes, operadoras, empresas e fóruns de desenvolvedores de telefones celulares RPM pode aumentar significativamente a qualidade de seus produtos e serviços, a experiência do usuário e a economia '', continua Tulonen.",base forte interesse feedback cliente uso fabricantes operadoras empresas fóruns desenvolvedores telefones celulares rpm pode aumentar significativamente qualidade produtos serviços experiência usuário economia continua tulonen,base forte interesse feedback cliente uso fabricante operadoro empresa fóruns desenvolvedor telefone celular rpm poder aumentar significativamente qualidade produto serviço experiência usuário economia continuar tulonen
620,neutral,Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit .,A Cameco deve fornecer um investimento inicial de até US $ 60 milhões para a construção do circuito de extração de urânio.,cameco deve fornecer investimento inicial us 60 milhões construção circuito extração urânio,cameco dever fornecer investimento inicial us 60 milhão construção circuito Extração Urânio
621,neutral,"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .","O CDP foi criado por iniciativa de investidores institucionais; no entanto, os resultados publicados anualmente também interessam a um número crescente de clientes e outros grupos de interesse das empresas que relatam.",cdp criado iniciativa investidores institucionais entanto resultados publicados anualmente interessam número crescente clientes outros grupos interesse empresas relatam,cdp criar iniciativa investidor institucional entanto resultado publicar anualmente interessar número crescente cliente outro grupo interesse empresa relatar
622,neutral,The original contract was signed last summer .,O contrato original foi assinado no verão passado.,contrato original assinado verão passado,contrato original assinar ver passado
623,neutral,"` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .","`É uma prova da qualidade da nossa solução LTE e do nosso compromisso com o mercado japonês ', acrescentou.",prova qualidade solução lte compromisso mercado japonês acrescentou,provo qualidade solução lte compromisso mercado japonês acrescentar
624,positive,`` Ixonos has a rich heritage in developing leadership experiences in the smartphone segment .,“A Ixonos tem uma rica herança no desenvolvimento de experiências de liderança no segmento de smartphones.,“a ixonos rica herança desenvolvimento experiências liderança segmento smartphones,“ a ixonos rico herança desenvolvimento experiência liderança segmento smartphone
625,positive,`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,“A aquisição da Elektros Pavara completa a estratégia de expansão de mercado da KONE nos países bálticos.,“a aquisição elektros pavara completa estratégia expansão mercado kone países bálticos,“ o aquisição elektro pavar completo estratégia expansão mercado kone país báltico
626,positive,18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,18 de janeiro de 2010 - A consultoria finlandesa de TI Trainers 'House Oyj HEL: TRH1V disse na sexta-feira que resolveu emitir um título híbrido de 5 milhões de euros para investidores domésticos em uma tentativa de fortalecer sua estrutura de capital.,18 janeiro 2010 consultoria finlandesa ti trainers house oyj hel trh1v disse sextafeira resolveu emitir título híbrido 5 milhões euros investidores domésticos tentativa fortalecer estrutura capital,18 janeiro 2010 consultor finlandesa ti trainer house oyj hel trh1v dizer sextafeira resolver emitir título híbrir 5 milhão euro investidor doméstico tentativa fortalecer estrutura capital
627,neutral,"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .","ALEXANDRIA, Va., 15 de outubro - Aaron Moss de Hampshire, Grã-Bretanha, desenvolveu um design ornamental para um aparelho, anunciou o U.S. Patent & Trademark Office.",alexandria va 15 outubro aaron moss hampshire grãbretanha desenvolveu design ornamental aparelho anunciou us patent trademark office,alexandr va 15 outubro aaron Moss hampshire grãbretanha desenvolver design ornamental aparelho anunciar us patent trademark office
628,neutral,hybrid bond 18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,títulos híbridos 18 de janeiro de 2010 - A consultoria finlandesa de TI Trainers 'House Oyj HEL: TRH1V disse na sexta-feira que resolveu emitir um título híbrido de EUR 5 milhões para investidores domésticos em uma tentativa de fortalecer sua estrutura de capital.,títulos híbridos 18 janeiro 2010 consultoria finlandesa ti trainers house oyj hel trh1v disse sextafeira resolveu emitir título híbrido eur 5 milhões investidores domésticos tentativa fortalecer estrutura capital,título híbrir 18 janeiro 2010 consultor finlandesa ti trainer house oyj hel trh1v dizer sextafeira resolver emitir título híbrir eur 5 milhão investidor doméstico tentativa fortalecer estrutura capital
629,positive,"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .","O negócio de reparação e manutenção representou vendas líquidas de EUR 645,3 milhões, face aos EUR 563,6 milhões.",negócio reparação manutenção representou vendas líquidas eur 6453 milhões face eur 5636 milhões,negócio reparação manutenção representar venda líquir eur 6453 milhão face eur 5636 milhão
630,positive,"The money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia , '' the release says .","O dinheiro será gasto ""no fortalecimento da competitividade da empresa no segmento de produtos para serraria e no aumento do volume de madeira entregue para processamento na Rússia"", diz o comunicado.",dinheiro gasto fortalecimento competitividade empresa segmento produtos serraria aumento volume madeira entregue processamento rússia diz comunicado,dinheiro gastar fortalecimento competitividade empresa segmento produto serrar aumento volume madeiro entregar processamento Rússia dizer comunicar
631,positive,The new technology improves the glass quality and consistency while increasing throughput .,A nova tecnologia melhora a qualidade e consistência do vidro enquanto aumenta a produção.,nova tecnologia melhora qualidade consistência vidro enquanto aumenta produção,novo tecnologia melhor qualidade consistência vidro enquanto aumentar produção
632,neutral,"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .","As razões por trás da estimativa incluem o aumento nos níveis de aluguel em 2008 e vários escritórios totalmente locados e propriedades de varejo, que foram concluídas e adicionadas ao portfólio de propriedades de investimento da empresa.",razões trás estimativa incluem aumento níveis aluguel 2008 vários escritórios totalmente locados propriedades varejo concluídas adicionadas portfólio propriedades investimento empresa,razão trás estimativo incluir aumento nível aluguel 2008 vários escritório totalmente locar propriedade varejo concluído adicionar portfólio propriedade investimento emprês
633,positive,"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .","O Grupo Vaisala é uma empresa internacional de tecnologia de sucesso que desenvolve, fabrica e comercializa sistemas e produtos de medição eletrônica.",grupo vaisala empresa internacional tecnologia sucesso desenvolve fabrica comercializa sistemas produtos medição eletrônica,grupo vaisalar empresa internacional tecnologia sucesso desenvolver fabrico comercializar sistema produto medição eletrônico
634,neutral,"The Vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services .","A unidade Vuokatti será desenvolvida para focar principalmente na fabricação de protótipos, no ramp-up de novos produtos e nos exigentes serviços de teste e pós-venda.",unidade vuokatti desenvolvida focar principalmente fabricação protótipos rampup novos produtos exigentes serviços teste pósvenda,unidade vuokatti desenvolver focar principalmente fabricação protótipo rampup novo produto exigente serviço teste pósvenda
635,positive,We look forward to helping the company develop its operational services and further digitalize its services for its customers . '',Esperamos ajudar a empresa a desenvolver seus serviços operacionais e a digitalizar ainda mais seus serviços para seus clientes. '',esperamos ajudar empresa desenvolver serviços operacionais digitalizar ainda serviços clientes,esperar ajudar empresa desenvolver serviço operacional digitalizar ainda serviço cliente
636,neutral,"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .","A AGJ registrou vendas de 43 milhões de euros em 2006, a maior parte gerada por exportações para clientes na Europa Ocidental, disse o comunicado.",agj registrou vendas 43 milhões euros 2006 maior parte gerada exportações clientes europa ocidental disse comunicado,agj registrar venda 43 milhão euro 2006 grande parte gerar exportação cliente Europa ocidental dizer comunicar
637,positive,"`` The number of collection errors fell considerably , and operations speeded up .",`` O número de erros de coleta caiu consideravelmente e as operações ficaram mais rápidas.,número erros coleta caiu consideravelmente operações ficaram rápidas,número erro coleta cair consideravelmente operação ficar rápir
638,positive,"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .","Ao combinar as soluções existentes em uma única plataforma, a Comptel disse que reduziu o custo de implantação.",combinar soluções existentes única plataforma comptel disse reduziu custo implantação,combinar solução existentes único plataforma comptel dizer reduziu custo implantação
639,positive,"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 .","No segundo trimestre de 2010, a perda antes dos impostos do grupo diminuiu de EUR 600.000 para EUR 400.000.",segundo trimestre 2010 perda antes impostos grupo diminuiu eur 600000 eur 400000,segundo trimestre 2010 perda antes imposto grupo diminuir eur 600000 eur 400000
640,positive,"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .","26 de janeiro de 2011 - A empresa de produtos de metal finlandesa Componenta Oyj (HEL: CTH1V) disse ontem que seu prejuízo líquido diminuiu para EUR 500.000 no último trimestre de 2010 de EUR 5,3 milhões para o mesmo período do ano anterior.",26 janeiro 2011 empresa produtos metal finlandesa componenta oyj hel cth1v disse ontem prejuízo líquido diminuiu eur 500000 último trimestre 2010 eur 53 milhões período ano anterior,26 janeiro 2011 empresa produto metal finlandesa componentar oyj hel Cth1v dizer ontem prejuízo líquido diminuir eur 500000 último trimestre 2010 eur 53 milhão período ano anterior
641,positive,8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,"8 de maio de 2009 - A fabricante finlandesa de produtos de manuseio de líquidos e sistemas de teste de diagnóstico Biohit Oyj (HEL: BIOBV) disse hoje (8 de maio de 2009) que seu prejuízo líquido diminuiu para EUR 0,1 milhão (US $ 0,14 milhão) no primeiro trimestre de 2009 de EUR 0 .4 m para o mesmo período de 2008.",8 maio 2009 fabricante finlandesa produtos manuseio líquidos sistemas teste diagnóstico biohit oyj hel biobv disse hoje 8 maio 2009 prejuízo líquido diminuiu eur 01 milhão us 014 milhão primeiro trimestre 2009 eur 0 4 m período 2008,8 maio 2009 fabricante finlandesa produto manuseio líquido sistema testar diagnóstico biohitr oyj hel biobv dizer hoje 8 maio 2009 prejuízo líquido diminuir eur 01 milhão us 014 milhão primeiro trimestre 2009 eur 0 4 m período 2008
642,positive,Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .,"A fabricante finlandesa de fibras e produtos plásticos Suominen Corporation disse que seu prejuízo líquido de operações contínuas diminuiu para 1,8 milhões de euros (US $ 2,3 milhões) em 2006, de 3,7 milhões de euros (US $ 4,8 milhões) em 2005.",fabricante finlandesa fibras produtos plásticos suominen corporation disse prejuízo líquido operações contínuas diminuiu 18 milhões euros us 23 milhões 2006 37 milhões euros us 48 milhões 2005,fabricante finlandesa fibro produto plástico suominen corporation dizer prejuízo líquido operação contínuo diminuir 18 milhão euro us 23 milhão 2006 37 milhão euro us 48 milhão 2005
643,positive,"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .","A empresa finlandesa de produtos de metal Componenta Oyj (HEL: CTH1V) disse hoje que seu prejuízo líquido diminuiu para EUR 500.000 (US $ 680.000) no último trimestre de 2010, de EUR 5,3 milhões no mesmo período do ano anterior.",empresa finlandesa produtos metal componenta oyj hel cth1v disse hoje prejuízo líquido diminuiu eur 500000 us 680000 último trimestre 2010 eur 53 milhões período ano anterior,empresa finlandês produto metal componentar oyj hel Cth1v dizer hoje prejuízo líquido diminuir eur 500000 us 680000 último trimestre 2010 eur 53 milhão período ano anterior
644,positive,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,"A fabricante finlandesa de equipamentos esportivos Amer Sports Oyj (HEL: AMEAS) disse hoje que seu prejuízo líquido diminuiu para EUR 16,9 milhões (US $ 22,3 milhões) no segundo trimestre de 2010 de EUR 23,2 milhões no período correspondente do ano anterior.",fabricante finlandesa equipamentos esportivos amer sports oyj hel ameas disse hoje prejuízo líquido diminuiu eur 169 milhões us 223 milhões segundo trimestre 2010 eur 232 milhões período correspondente ano anterior,fabricante finlandesa equipamento esportivo amer sports oyj hel ameo dizer hoje prejuízo líquido diminuir eur 169 milhão us 223 milhão segundo trimestre 2010 eur 232 milhão período correspondente ano anterior
645,positive,"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .","A siderúrgica finlandesa Rautaruukki Oyj (HEL: RTRKS), ou Ruukki, disse hoje que seu prejuízo líquido contraiu para EUR 49 milhões (US $ 68,2 milhões) nos primeiros nove meses de 2010 de EUR 229 milhões no mesmo período do ano anterior.",siderúrgica finlandesa rautaruukki oyj hel rtrks ruukki disse hoje prejuízo líquido contraiu eur 49 milhões us 682 milhões primeiros nove meses 2010 eur 229 milhões período ano anterior,siderúrgico finlandesa rautaruukki oyj hel rtrks ruukki dizer hoje prejuízo líquido contrair eur 49 milhão us 682 milhão primeiro nove mês 2010 eur 229 milhão período ano anterior
646,positive,"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .","Nos primeiros nove meses de 2010, o prejuízo líquido da Talvivaara diminuiu para EUR 8,3 milhões, de EUR 21,9 milhões no mesmo período de 2009.",primeiros nove meses 2010 prejuízo líquido talvivaara diminuiu eur 83 milhões eur 219 milhões período 2009,primeiro nove mês 2010 prejuízo líquido talvivaar diminuir eur 83 milhão eur 219 milhão período 2009
647,positive,"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .","Nos primeiros nove meses de 2010, o prejuízo líquido da empresa diminuiu para EUR 415.000 de EUR 7,4 milhões para o período correspondente de 2009.",primeiros nove meses 2010 prejuízo líquido empresa diminuiu eur 415000 eur 74 milhões período correspondente 2009,primeiro nove mês 2010 prejuízo líquido empresa diminuir eur 415000 eur 74 milhão período correspondente 2009
648,positive,"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .","Nos primeiros nove meses de 2010, o prejuízo líquido da empresa diminuiu para EUR 415.000, de EUR 7,4 milhões para o período correspondente de 2009.",primeiros nove meses 2010 prejuízo líquido empresa diminuiu eur 415000 eur 74 milhões período correspondente 2009,primeiro nove mês 2010 prejuízo líquido empresa diminuir eur 415000 eur 74 milhão período correspondente 2009
649,positive,"( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 .","(ADP News) - 9 de fevereiro de 2009 - A empresa finlandesa de serviços de informática Proha Oyj (HEL: ART1V) disse hoje que seu prejuízo líquido diminuiu para EUR 113.000 (US $ 146.000) em 2008, de EUR 1,2 milhão em 2007.",adp news 9 fevereiro 2009 empresa finlandesa serviços informática proha oyj hel art1v disse hoje prejuízo líquido diminuiu eur 113000 us 146000 2008 eur 12 milhão 2007,adp news 9 fevereiro 2009 empresa finlandês serviço informático proha oyj hel art1v dizer hoje prejuízo líquido diminuir eur 113000 us 146000 2008 eur 12 milhão 2007
650,positive,The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,"O novo modelo de trabalho da fábrica e as reorganizações diminuiriam os custos da Nokian Tyres na fábrica em EUR 30 milhões (USD 38,7 milhões).",novo modelo trabalho fábrica reorganizações diminuiriam custos nokian tyres fábrica eur 30 milhões usd 387 milhões,novo modelo trabalho fábricar reorganização diminuirer custos nokian tyr fábrica eur 30 milhão usd 387 milhão
651,positive,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,"20 de outubro de 2010 - A empresa finlandesa de produtos de metal Componenta Oyj HEL: CTH1V disse ontem que seu prejuízo líquido diminuiu para EUR7 milhões nos primeiros nove meses de 2010, de EUR23,3 milhões no mesmo período de 2009.",20 outubro 2010 empresa finlandesa produtos metal componenta oyj hel cth1v disse ontem prejuízo líquido diminuiu eur7 milhões primeiros nove meses 2010 eur233 milhões período 2009,20 outubro 2010 empresa finlandês produto metal componentar oyj hel Cth1v dizer ontem prejuízo líquido diminuir eur7 milhão primeiro nove mês 2010 eur233 milhão período 2009
652,positive,Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,"A fabricante finlandesa de fibras e produtos plásticos Suominen Corporation disse que seu prejuízo líquido diminuiu para 1,6 milhão de euros, US $ 2,0 milhões, nos primeiros nove meses de 2006, de 2,16 milhões de euros, US $ 2,7 milhões no mesmo período de 2005.",fabricante finlandesa fibras produtos plásticos suominen corporation disse prejuízo líquido diminuiu 16 milhão euros us 20 milhões primeiros nove meses 2006 216 milhões euros us 27 milhões período 2005,fabricante finlandesa fibro produto plástico suominen corporation dizer prejuízo líquido diminuir 16 milhão euro us 20 milhão primeiro nove mês 2006 216 milhão euro us 27 milhão período 2005
653,positive,"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .","Em contraste, o prejuízo líquido da empresa no terceiro trimestre de 2009 caiu para EUR 76 milhões, de EUR 256 milhões no período correspondente do ano anterior.",contraste prejuízo líquido empresa terceiro trimestre 2009 caiu eur 76 milhões eur 256 milhões período correspondente ano anterior,contraste prejuízo líquido empresa terceiro trimestre 2009 cair eur 76 milhão eur 256 milhão período correspondente ano anterior
654,positive,"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .","No segundo trimestre de 2010, o prejuízo líquido da Raute diminuiu para EUR 123.000 de EUR 1,5 milhões no mesmo período de 2009.",segundo trimestre 2010 prejuízo líquido raute diminuiu eur 123000 eur 15 milhões período 2009,segundo trimestre 2010 prejuízo líquido raute diminuir eur 123000 eur 15 milhão período 2009
655,positive,"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57","ADP News - 13 de novembro de 2008 - A fabricante finlandesa de placas de circuito impresso Aspocomp Group Oyj OMX: ACG1V disse hoje que seu prejuízo líquido diminuiu para EUR 2 milhões de USD 2,5 milhões nos primeiros nove meses de 2008 de EUR 57",adp news 13 novembro 2008 fabricante finlandesa placas circuito impresso aspocomp group oyj omx acg1v disse hoje prejuízo líquido diminuiu eur 2 milhões usd 25 milhões primeiros nove meses 2008 eur 57,adp news 13 novembro 2008 fabricante finlandês placo circuito impresso aspocomp group oyj omx acg1v dizer hoje prejuízo líquido diminuir eur 2 milhão usd 25 milhão primeiro nove mês 2008 eur 57
656,positive,"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .","A Metsaliitto, no entanto, reduziu seu prejuízo líquido no segundo trimestre de 2007 para 5,0 milhões de euros, US $ 6,9 milhões, de 61 milhões de euros, US $ 83,7 milhões um ano atrás.",metsaliitto entanto reduziu prejuízo líquido segundo trimestre 2007 50 milhões euros us 69 milhões 61 milhões euros us 837 milhões ano atrás,Metsaliitto entanto reduziu prejuízo líquido segundo trimestre 2007 50 milhão euro us 69 milhão 61 milhão euro us 837 milhão ano atrás
657,positive,"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .","reduz para EUR2,8 milhões nos 9 meses '09 29 de outubro de 2009 - O desenvolvedor finlandês de software e hardware Elektrobit Oyj HEL: EBG1V, ou EB, disse hoje que seu prejuízo líquido diminuiu para EUR 2,8 milhões nos primeiros nove meses de 2009 de EUR35 0,6 m para o mesmo período do ano anterior.",reduz eur28 milhões 9 meses 09 29 outubro 2009 desenvolvedor finlandês software hardware elektrobit oyj hel ebg1v eb disse hoje prejuízo líquido diminuiu eur 28 milhões primeiros nove meses 2009 eur35 06 m período ano anterior,reduzir eur28 milhão 9 mês 09 29 outubro 2009 desenvolvedor Finlandês software hardware elektrobit oyj hel ebg1v eb dizer hoje prejuízo líquido diminuir eur 28 milhão primeiro nove mês 2009 eur35 06 m período ano anterior
658,positive,The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,"O prejuízo diluído por ação diminuiu para EUR 0,27 de EUR 0,86.",prejuízo diluído ação diminuiu eur 027 eur 086,prejuízo diluir ação diminuir eur 027 eur 086
659,positive,Unit costs for flight operations fell by 6.4 percent .,"Os custos unitários para operações de voo caíram 6,4 por cento.",custos unitários operações voo caíram 64 cento,custo unitário operação voo cair 64 cento
660,positive,The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,"O prejuízo para o terceiro trimestre de 2007 foi EUR 0,3 milhões menor do que o prejuízo do segundo trimestre de 2007.",prejuízo terceiro trimestre 2007 eur 03 milhões menor prejuízo segundo trimestre 2007,prejuízo terceiro trimestre 2007 eur 03 milhão pequeno prejuízo segundo trimestre 2007
661,positive,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,A femto-célula UMTS Home Base Station da Airvana usa funcionalidade baseada em software e silício disponível no mercado para acelerar o desenvolvimento de recursos e reduzir o custo do produto.,femtocélula umts home base station airvana usa funcionalidade baseada software silício disponível mercado acelerar desenvolvimento recursos reduzir custo produto,femtocélular umts home base station airvano usar funcionalidade basear software silício disponível mercado acelerar desenvolvimento recurso reduzir custo produto
662,positive,"According to Sepp+∆nen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .","Segundo a Sepp + ∆nen, os custos de construção da rede da nova tecnologia UMTS900 são um terço inferiores aos da construção de redes 3,5 G, operando na frequência de 2.100 MHz.",segundo sepp ∆nen custos construção rede nova tecnologia umts900 terço inferiores construção redes 35 g operando frequência 2100 mhz,segundo sepp ∆nen custos construção rede novo tecnologia umts900 terço inferior construção rede 35 g operar frequência 2100 mhz
663,positive,The costs of the new ropax vessels are 30 % lower than those of the present ones .,Os custos dos novos vasos ropax são 30% menores que os atuais.,custos novos vasos ropax 30 menores atuais,custo novo vaso ropax 30 pequeno atual
664,neutral,The last job losses related to these reductions will take place during 2010 .,As últimas perdas de empregos relacionadas a essas reduções ocorrerão durante 2010.,últimas perdas empregos relacionadas reduções ocorrerão durante 2010,último perda emprego relacionar redução ocorrer durante 2010
665,positive,The program 's target is structural cost reductions of about EUR 30mn in 2009 .,O objectivo do programa é a redução dos custos estruturais de cerca de 30 milhões de euros em 2009.,objectivo programa redução custos estruturais cerca 30 milhões euros 2009,objectivo programa reduçãor custo estrutural cerca 30 milhão euro 2009
666,neutral,"The third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in Ireland .",O resultado do terceiro trimestre também inclui uma provisão de 400.000 euros (US $ 575.000) para redução do tamanho da fabricação de iscas na Irlanda.,resultado terceiro trimestre inclui provisão 400000 euros us 575000 redução tamanho fabricação iscas irlanda,resultado terceiro trimestre incluir provisão 400000 euro us 575000 redução tamanho fabricação isco irlando
667,positive,UPM-Kymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions .,A UPM-Kymmene está trabalhando em estreita colaboração com seus agentes de transporte para reduzir o consumo de combustível e as emissões de gases de efeito estufa.,upmkymmene trabalhando estreita colaboração agentes transporte reduzir consumo combustível emissões gases efeito estufa,upmkymmene trabalhar estreito colaboração agente transporte reduzir consumo combustível emissão gases efeito estufa
