Unnamed: 0,y,text,text_pt,finbert_sentiment,text_pt_clean,fb_new_sentiment
488,positive,Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,A fabricante finlandesa de equipamentos de elevação Konecranes HEL: KCR1V disse em 29 de julho de 2009 que aumentou sua participação na fabricante austríaca de manipuladores ACS Konecranes para 80% e comprou a empresa alemã Knight Europe.,POSITIVE,fabricante finlandesa equipamentos elevação konecranes hel kcr1v disse 29 julho 2009 aumentou participação fabricante austríaca manipuladores acs konecranes 80 comprou empresa alemã knight europe,POSITIVE
489,neutral,Finnish paper maker UPM-Kymmene Corp. on Monday announced the sale of its wrapping unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business .,A fabricante de papel finlandesa UPM-Kymmene Corp. anunciou na segunda-feira a venda de sua unidade de embalagem Walki Wisa para o grupo de investimentos CapMan em um movimento para se concentrar ainda mais em seu negócio principal.,POSITIVE,fabricante papel finlandesa upmkymmene corp anunciou segundafeira venda unidade embalagem walki wisa grupo investimentos capman movimento concentrar ainda negócio principal,POSITIVE
490,neutral,Following the increase the company+àEUR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,"Após o aumento, o capital da empresa + àEUR TM totaliza 5,5 milhões de leus romenos de $ 1,98 milhões -1,56 milhões de euros.",POSITIVE,após aumento capital empresa àeur tm totaliza 55 milhões leus romenos 198 milhões 156 milhões euros,POSITIVE
491,positive,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .","HELSINKI AFX - A KCI Konecranes disse que aumentou sua participação na MMH Holdings Inc, proprietária da Morris Materials Handling, dos Estados Unidos para 90,9 pct de 74,5 pct.",POSITIVE,helsinki afx kci konecranes disse aumentou participação mmh holdings inc proprietária morris materials handling estados unidos 909 pct 745 pct,NEUTRAL
492,neutral,"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .","Em 2008, gerou vendas líquidas de EUR 9,3 milhões, USD 13,1 milhões.",POSITIVE,2008 gerou vendas líquidas eur 93 milhões usd 131 milhões,POSITIVE
493,neutral,"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania .","Em agosto, Latvijas Finieris encomendou todas as linhas de produção para uma nova fábrica de folheado verde a ser construída em Ukmerge, Lituânia.",POSITIVE,agosto latvijas finieris encomendou todas linhas produção nova fábrica folheado verde construída ukmerge lituânia,POSITIVE
494,positive,It delivers a different user experience and enables us to widen the market we can address . '',Ele oferece uma experiência de usuário diferente e nos permite ampliar o mercado que podemos atender. '',POSITIVE,oferece experiência usuário diferente permite ampliar mercado podemos atender,POSITIVE
495,neutral,Jacobs has been supporting Storengy 's investment of developing storage sites since 2006 as owner 's engineer .,Jacobs tem apoiado o investimento da Storengy no desenvolvimento de locais de armazenamento desde 2006 como engenheiro do proprietário.,POSITIVE,jacobs apoiado investimento storengy desenvolvimento locais armazenamento desde 2006 engenheiro proprietário,NEUTRAL
496,positive,"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .","ADPnews - 30 de junho de 2009 - A fabricante de aço inoxidável finlandesa Outokumpu Oyj HEL: OUT1V disse ontem que assinou uma linha de crédito rotativo de US $ 1,3 bilhão de EUR 900 milhões por três anos.",POSITIVE,adpnews 30 junho 2009 fabricante aço inoxidável finlandesa outokumpu oyj hel out1v disse ontem assinou linha crédito rotativo us 13 bilhão eur 900 milhões três anos,NEUTRAL
497,positive,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,"A maior parte do aumento nas vendas líquidas deveu-se à aquisição da sueca Silva, que produz ferramentas de jardim e barcos.",POSITIVE,maior parte aumento vendas líquidas deveuse aquisição sueca silva produz ferramentas jardim barcos,POSITIVE
498,neutral,"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .","Ashley, vice-presidente executivo da Sports Direct, vendeu uma participação de 43pc na empresa por mais de 900 milhões de libras na época do float.",POSITIVE,ashley vicepresidente executivo sports direct vendeu participação 43pc empresa 900 milhões libras época float,NEUTRAL
499,negative,One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and halt production .,Um dos desafios na produção de petróleo no Mar do Norte é a formação de escamas que podem obstruir oleodutos e interromper a produção.,NEGATIVE,desafios produção petróleo mar norte formação escamas podem obstruir oleodutos interromper produção,NEGATIVE
500,neutral,Rental of building equipment accounted for 88 percent of the operating income .,O aluguel de equipamentos de construção foi responsável por 88% da receita operacional.,POSITIVE,aluguel equipamentos construção responsável 88 receita operacional,NEUTRAL
501,neutral,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .","A entrega da Ruukki inclui estruturas de aço, incluindo instalação, para a ponte basculante de Krakeroy e estacas de aço para as fundações da ponte.",POSITIVE,entrega ruukki inclui estruturas aço incluindo instalação ponte basculante krakeroy estacas aço fundações ponte,NEUTRAL
502,neutral,Sanoma will continue to focus on investing in digital media and on strengthening its market positions .,A Sanoma continuará a se concentrar em investir em mídia digital e fortalecer sua posição no mercado.,POSITIVE,sanoma continuará concentrar investir mídia digital fortalecer posição mercado,NEUTRAL
503,neutral,Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,A Stockmann foi fundada em 1862 na Finlândia e se tornou a primeira empresa estrangeira a entrar no mercado de varejo da Rússia em 1989.,POSITIVE,stockmann fundada 1862 finlândia tornou primeira empresa estrangeira entrar mercado varejo rússia 1989,POSITIVE
504,positive,SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,"A SysOpen Digia assinou um acordo com os principais acionistas da Sentera detendo no total 77,39% do capital social e votos da Sentera.",POSITIVE,sysopen digia assinou acordo principais acionistas sentera detendo total 7739 capital social votos sentera,NEUTRAL
505,neutral,"The acquisition is part of Suomen Helasto 's strategy to expand the LukkoExpert Security chain , Suomen Helasto CEO Kimmo Uusimaki said .","A aquisição faz parte da estratégia da Suomen Helasto de expandir a rede LukkoExpert Security, disse o CEO da Suomen Helasto, Kimmo Uusimaki.",POSITIVE,aquisição faz parte estratégia suomen helasto expandir rede lukkoexpert security disse ceo suomen helasto kimmo uusimaki,POSITIVE
506,neutral,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .","O índice WIG de base ampla encerrou a sessão de quinta-feira em 0,1 por cento acima em 65.003,34 pontos, enquanto o WIG20 estava em 1,13 abaixo, em 3.687,15 pontos.",POSITIVE,índice wig base ampla encerrou sessão quintafeira 01 cento acima 6500334 pontos enquanto wig20 113 abaixo 368715 pontos,POSITIVE
507,neutral,The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .,O negócio a ser alienado gera vendas líquidas consolidadas de 60 milhões de euros anuais e atualmente conta com cerca de 640 funcionários.,POSITIVE,negócio alienado gera vendas líquidas consolidadas 60 milhões euros anuais atualmente conta cerca 640 funcionários,POSITIVE
508,neutral,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .","A empresa gera vendas líquidas de cerca de 600 milhões de euros US $ 775,5 milhões anualmente e emprega 6.000.",POSITIVE,empresa gera vendas líquidas cerca 600 milhões euros us 7755 milhões anualmente emprega 6000,POSITIVE
509,positive,The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,A empresa planeja se expandir no mercado internacional por meio de suas subsidiárias e distribuidores a partir de 2011.,POSITIVE,empresa planeja expandir mercado internacional meio subsidiárias distribuidores partir 2011,POSITIVE
510,neutral,The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,A empresa planeja gastar o produto da oferta de direitos para fortalecer seu balanço.,NEUTRAL,empresa planeja gastar produto oferta direitos fortalecer balanço,NEUTRAL
511,neutral,"The contract covers the manufacturing , surface-treatment and installation of the steel structures .","O contrato cobre a fabricação, tratamento de superfície e instalação das estruturas de aço.",NEUTRAL,contrato cobre fabricação tratamento superfície instalação estruturas aço,NEUTRAL
512,neutral,"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .","O aumento de capital correspondente, 422,754 euros, está hoje inscrito no registo comercial.",POSITIVE,aumento capital correspondente 422754 euros hoje inscrito registo comercial,NEUTRAL
513,neutral,"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 .","O aumento correspondente do capital social, no total de EUR 300,00, foi registrado no Registro Comercial da Finlândia em 8 de maio de 2008.",POSITIVE,aumento correspondente capital social total eur 30000 registrado registro comercial finlândia 8 maio 2008,NEUTRAL
514,neutral,"The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 .","O correspondente aumento do capital social decorrente dessas subscrições com bônus de subscrição, no total de 1.860,74 euros, foi registrado no Registo Comercial da Finlândia em 4 de janeiro de 2008.",POSITIVE,correspondente aumento capital social decorrente dessas subscrições bônus subscrição total 186074 euros registrado registo comercial finlândia 4 janeiro 2008,NEUTRAL
515,neutral,"The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today .","O aumento de capital social correspondente, EUR 1.012.945,50, foi hoje inscrito no Registo Comercial.",POSITIVE,aumento capital social correspondente eur 101294550 hoje inscrito registo comercial,NEUTRAL
516,positive,"The decision to sell a share in Lenenergo was reached in line with Fortum 's strategic plans to invest mainly in generating assets in Russia , while Lenenergo is a grid company , the press release said .","A decisão de vender uma participação na Lenenergo foi alcançada em linha com os planos estratégicos da Fortum de investir principalmente na geração de ativos na Rússia, enquanto a Lenenergo é uma empresa de rede, disse o comunicado à imprensa.",POSITIVE,decisão vender participação lenenergo alcançada linha planos estratégicos fortum investir principalmente geração ativos rússia enquanto lenenergo empresa rede disse comunicado imprensa,NEUTRAL
517,positive,"The equipment will expand container handling capacity at Namibia 's main port of Walvis Bay , on the west coast .","O equipamento ampliará a capacidade de movimentação de contêineres do principal porto da Namíbia, Walvis Bay, na costa oeste.",POSITIVE,equipamento ampliará capacidade movimentação contêineres principal porto namíbia walvis bay costa oeste,POSITIVE
518,positive,The expansion includes the doubling of the floor space and the addition of more lifting capacity and production equipment .,A expansão inclui a duplicação da área útil e a adição de mais capacidade de elevação e equipamentos de produção.,POSITIVE,expansão inclui duplicação área útil adição capacidade elevação equipamentos produção,NEUTRAL
519,positive,The Group aims to increase its net sales and comparable operating profit in 2006 .,O Grupo visa aumentar suas vendas líquidas e lucro operacional comparável em 2006.,POSITIVE,grupo visa aumentar vendas líquidas lucro operacional comparável 2006,POSITIVE
520,neutral,The order also includes start-up and commissioning services .,O pedido também inclui serviços de inicialização e comissionamento.,NEUTRAL,pedido inclui serviços inicialização comissionamento,NEUTRAL
521,neutral,"The order consists of capacity expansion , maintenance services and new charging functionality , the company said .","O pedido consiste em expansão de capacidade, serviços de manutenção e nova funcionalidade de carregamento, disse a empresa.",POSITIVE,pedido consiste expansão capacidade serviços manutenção nova funcionalidade carregamento disse empresa,NEUTRAL
522,neutral,The phones are targeted at first time users in growth markets .,Os telefones são direcionados aos usuários iniciantes em mercados em crescimento.,POSITIVE,telefones direcionados usuários iniciantes mercados crescimento,NEUTRAL
523,neutral,"The repayment of EUR 105 million debenture bonds is related to the Company 's previous announcement on October 21 , 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bonds .",O reembolso de EUR 105 milhões de títulos de debêntures está relacionado ao anúncio anterior da Companhia em 21 de outubro de 2009 para cobrar compromissos de venda irrevogáveis dos detentores de seus títulos de debêntures subordinados.,NEUTRAL,reembolso eur 105 milhões títulos debêntures relacionado anúncio anterior companhia 21 outubro 2009 cobrar compromissos venda irrevogáveis detentores títulos debêntures subordinados,NEGATIVE
524,neutral,The revenues of the business reached NOK 12 million for 2008 .,A receita do negócio atingiu NOK 12 milhões em 2008.,POSITIVE,receita negócio atingiu nok 12 milhões 2008,POSITIVE
525,positive,"The subscriptions increase Cargotec 's share capital by 36,780 euros .",As subscrições aumentam o capital social da Cargotec em 36.780 euros.,POSITIVE,subscrições aumentam capital social cargotec 36780 euros,POSITIVE
526,positive,"The subscriptions increase Cargotec 's share capital by EUR 27,060 .",As subscrições aumentam o capital social da Cargotec em EUR 27.060.,POSITIVE,subscrições aumentam capital social cargotec eur 27060,POSITIVE
527,positive,"The total area of the Gorelovo plant is about 22,000 sq m. Atria invested about EURO 70mn in the plant , which should double Atria Russia 's production capacity in the St Petersburg area .","A área total da fábrica de Gorelovo é de cerca de 22.000 m². A Atria investiu cerca de 70 milhões de euros na planta, o que deve dobrar a capacidade de produção da Atria Rússia na área de São Petersburgo.",POSITIVE,área total fábrica gorelovo cerca 22000 m² atria investiu cerca 70 milhões euros planta deve dobrar capacidade produção atria rússia área petersburgo,POSITIVE
528,neutral,Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,"A Tielinja gerou vendas líquidas de 7,5 milhões de euros, US $ 9,6 milhões em 2005.",POSITIVE,tielinja gerou vendas líquidas 75 milhões euros us 96 milhões 2005,POSITIVE
529,neutral,"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .","A Tikkurila Powder Coatings tem cerca de 50 funcionários em suas quatro fábricas de tintas, que geraram receitas de EUR2,4 milhões e US $ 3,3 milhões em 2010.",POSITIVE,tikkurila powder coatings cerca 50 funcionários quatro fábricas tintas geraram receitas eur24 milhões us 33 milhões 2010,POSITIVE
530,neutral,U.S. District Judge Douglas P. Woodlock yesterday extended a Jan. 17 temporary restraining order until March 7 .,"O juiz distrital dos EUA, Douglas P. Woodlock, estendeu ontem uma ordem de restrição temporária de 17 de janeiro até 7 de março.",NEGATIVE,juiz distrital eua douglas p woodlock estendeu ontem ordem restrição temporária 17 janeiro 7 março,NEGATIVE
531,neutral,"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn .","Sarantel, do Reino Unido, vai terceirizar parte de seus processos para a planta da Elcoteq na Estônia LONDRES, 13 de outubro, BNS - A fabricante britânica de antenas em miniatura Sarantel assinou um acordo para terceirizar seus processos de teste de montagem e cadeia de suprimentos para a planta de Elcoteq na capital da Estônia Tallinn.",NEUTRAL,sarantel reino unido vai terceirizar parte processos planta elcoteq estônia londres 13 outubro bns fabricante britânica antenas miniatura sarantel assinou acordo terceirizar processos teste montagem cadeia suprimentos planta elcoteq capital estônia tallinn,NEUTRAL
532,neutral,"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .","Sob o contrato de locação, Stockmann se comprometeu a investir na construção de uma ponte sobre a Rua Gogol ou construir um túnel subterrâneo para atravessar a rua até 2004.",NEUTRAL,sob contrato locação stockmann comprometeu investir construção ponte sobre rua gogol construir túnel subterrâneo atravessar rua 2004,NEGATIVE
533,neutral,We have made long-term investments in developing the system 's implementation model .,Fizemos investimentos de longo prazo no desenvolvimento do modelo de implementação do sistema.,POSITIVE,fizemos investimentos longo prazo desenvolvimento modelo implementação sistema,NEUTRAL
534,positive,"With the launch of new 3G handsets , Nokia aims to become the winner in China 's 3G market as it did in the 2G market .","Com o lançamento de novos aparelhos 3G, a Nokia pretende se tornar a vencedora no mercado 3G da China, assim como o fez no mercado 2G.",POSITIVE,lançamento novos aparelhos 3g nokia pretende tornar vencedora mercado 3g china assim fez mercado 2g,NEUTRAL
535,neutral,"With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights .","Com esta subscrição, a participação da Fortum na TGK-10 aumentou para um pouco mais de 76% das ações e direitos de voto.",POSITIVE,subscrição participação fortum tgk10 aumentou pouco 76 ações direitos voto,NEUTRAL
536,neutral,VNH generates annual net sales of about 5 mln eur and employs 21 people .,A VNH gera vendas líquidas anuais de cerca de 5 milhões de euros e emprega 21 pessoas.,POSITIVE,vnh gera vendas líquidas anuais cerca 5 milhões euros emprega 21 pessoas,POSITIVE
537,positive,"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .","O lucro por ação (EPS) no primeiro trimestre de 2007 totalizou EUR0,07, acima dos EUR0,04.",POSITIVE,lucro ação eps primeiro trimestre 2007 totalizou eur007 acima eur004,POSITIVE
538,negative,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",6 de janeiro - a Ford está lutando contra a desaceleração das vendas de caminhões e SUVs e um excesso de carros atualizados e obrigatórios.,NEGATIVE,6 janeiro ford lutando contra desaceleração vendas caminhões suvs excesso carros atualizados obrigatórios,NEGATIVE
539,neutral,"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August .","As operações comerciais da Rautakesko na Noruega e na Rússia, adquiridas em julho de 2005, estão incluídas nos números do período comparável, impactando o crescimento das vendas a partir de agosto.",POSITIVE,operações comerciais rautakesko noruega rússia adquiridas julho 2005 incluídas números período comparável impactando crescimento vendas partir agosto,POSITIVE
540,positive,"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .","O lucro operacional foi de EUR 11,07 milhões, acima dos EUR 8,65 milhões.",POSITIVE,lucro operacional eur 1107 milhões acima eur 865 milhões,POSITIVE
541,negative,Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,"A Peer Peugeot caiu 0,81 por cento, já que suas vendas aumentaram apenas 6,3 por cento em relação ao mesmo período do ano passado.",NEGATIVE,peer peugeot caiu 081 cento vendas aumentaram apenas 63 cento relação período ano passado,NEGATIVE
542,negative,Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,"O grupo de produtos farmacêuticos Orion Corp relatou uma queda em seus ganhos no terceiro trimestre, que foi afetada por maiores despesas em P&D e marketing.",NEGATIVE,grupo produtos farmacêuticos orion corp relatou queda ganhos terceiro trimestre afetada maiores despesas pd marketing,NEGATIVE
543,negative,"However , the growth margin slowed down due to the financial crisis .","No entanto, a margem de crescimento desacelerou devido à crise financeira.",POSITIVE,entanto margem crescimento desacelerou devido crise financeira,NEGATIVE
544,positive,"Significance : Teleste has emphasised that with its large size and growing economy , as well as the rapid development of its TV services distribution industry , Poland is viewed as an attractive market .","Importância: a Teleste enfatizou que, com seu grande tamanho e economia em crescimento, bem como o rápido desenvolvimento de sua indústria de distribuição de serviços de TV, a Polônia é vista como um mercado atraente.",POSITIVE,importância teleste enfatizou grande tamanho economia crescimento bem rápido desenvolvimento indústria distribuição serviços tv polônia vista mercado atraente,POSITIVE
545,positive,"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .","""Chegamos a um acordo com o sindicato de que os voos continuarão normalmente"", disse o porta-voz da Finnair, Usko Maatta.",NEUTRAL,chegamos acordo sindicato voos continuarão normalmente disse portavoz finnair usko maatta,NEUTRAL
546,positive,"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety .","Na Finlândia, a seguradora Pohjola e a associação de motociclistas finlandesa assinaram um acordo com o objetivo de melhorar a segurança do tráfego dos motociclistas.",POSITIVE,finlândia seguradora pohjola associação motociclistas finlandesa assinaram acordo objetivo melhorar segurança tráfego motociclistas,NEUTRAL
547,positive,"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .","HELSINKI (AFX) - A Nokian Tyres relatou um lucro antes dos impostos de 61,5 milhões de euros no quarto trimestre, acima dos 48,6 milhões devido às fortes vendas.",POSITIVE,helsinki afx nokian tyres relatou lucro antes impostos 615 milhões euros quarto trimestre acima 486 milhões devido fortes vendas,POSITIVE
548,positive,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .","O Kalnapilio-Tauro Grupe (Grupo Kalnapilis-Tauras), que pertence à dinamarquesa Royal Unibrew, aumentou sua participação de mercado de 23,74% para 25,18%, enquanto as vendas de cerveja nos sete meses saltaram 14,5% para 40,5 milhões de litros.",POSITIVE,kalnapiliotauro grupe grupo kalnapilistauras pertence dinamarquesa royal unibrew aumentou participação mercado 2374 2518 enquanto vendas cerveja sete meses saltaram 145 405 milhões litros,POSITIVE
549,positive,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .","O Kalnapilio-Tauro Grupe (Kalnapilis-Tauras Group), que pertence à dinamarquesa Royal Unibrew, aumentou sua participação de mercado de 23,91% para 25,2%, enquanto as vendas de cerveja nos nove meses saltaram 11,4% para 52,99 milhões de litros.",POSITIVE,kalnapiliotauro grupe kalnapilistauras group pertence dinamarquesa royal unibrew aumentou participação mercado 2391 252 enquanto vendas cerveja nove meses saltaram 114 5299 milhões litros,POSITIVE
550,positive,"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M .","A Marimekko assinou hoje (20 de novembro) um acordo de licença com a rede sueca, pelo qual a Marimekko licenciará alguns de seus padrões populares das décadas de 1950, 1960 e 1970 para a H&M.",POSITIVE,marimekko assinou hoje 20 novembro acordo licença rede sueca marimekko licenciará alguns padrões populares décadas 1950 1960 1970 hm,NEUTRAL
551,positive,More staff has been recruited in Japan to further complement its network of close to 50 service locations in more than 20 countries worldwide .,Mais funcionários foram recrutados no Japão para complementar sua rede de cerca de 50 locais de serviço em mais de 20 países em todo o mundo.,POSITIVE,funcionários recrutados japão complementar rede cerca 50 locais serviço 20 países todo mundo,NEUTRAL
552,positive,Nokian Capacitors ' equipment will be used to raise the capacity and reliability of the Indian grid .,Os equipamentos da Nokian Capacitors serão usados para aumentar a capacidade e confiabilidade da rede elétrica indiana.,POSITIVE,equipamentos nokian capacitors usados aumentar capacidade confiabilidade rede elétrica indiana,POSITIVE
553,positive,Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,Rautaruukki Corporation Divulgação da bolsa de valores em 3 de dezembro de 2009 ao meio-dia As divisões de construção e engenharia da Ruukki devem melhorar e ajustar suas operações na Finlândia.,POSITIVE,rautaruukki corporation divulgação bolsa valores 3 dezembro 2009 meiodia divisões construção engenharia ruukki devem melhorar ajustar operações finlândia,POSITIVE
554,positive,"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .","A Ruukki Romênia, braço local da produtora de metais finlandesa Ruukki, aumentou seu capital em 900.000 euros (US $ 1,14 milhão) por meio de uma contribuição em dinheiro, foi relatado em 19 de setembro de 2006.",POSITIVE,ruukki romênia braço local produtora metais finlandesa ruukki aumentou capital 900000 euros us 114 milhão meio contribuição dinheiro relatado 19 setembro 2006,POSITIVE
555,positive,"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .","A STX Finland Oy assinou um acordo preliminar para a construção de uma balsa de cruzeiro ecológica de nova geração para a Viking Line a ser administrada entre Turku, Finlândia, e Estocolmo, Suécia, com a Viking Line ABP.",POSITIVE,stx finland oy assinou acordo preliminar construção balsa cruzeiro ecológica nova geração viking line administrada turku finlândia estocolmo suécia viking line abp,NEUTRAL
556,positive,The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,A empresa agora estima que suas vendas líquidas em 2010 aumentem consideravelmente em relação a 2009 e seu resultado operacional seja claramente positivo.,POSITIVE,empresa agora estima vendas líquidas 2010 aumentem consideravelmente relação 2009 resultado operacional claramente positivo,POSITIVE
557,positive,"The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side .","A torre que optou por adicionar, que deve entrar em operação no verão, aumentará a capacidade total para 80 páginas broadsheet ou 160 tablóides, com capacidade para rodar produtos de 32 e 48 páginas lado a lado.",POSITIVE,torre optou adicionar deve entrar operação verão aumentará capacidade total 80 páginas broadsheet 160 tablóides capacidade rodar produtos 32 48 páginas lado lado,NEUTRAL
558,positive,"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .","A Uponor teve um lucro operacional de EUR 151,0 milhões, acima dos EUR 143,7 milhões, o que fez de 2007 um ano recorde.",POSITIVE,uponor lucro operacional eur 1510 milhões acima eur 1437 milhões fez 2007 ano recorde,POSITIVE
559,positive,"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",Lançamento da Basware Corporation na bolsa de valores em 31 de agosto de 2010 às 16:25 A Basware assinou um grande acordo com um grupo industrial internacional A Basware fornecerá solução de Automação de Faturas e Serviços de Conectividade para um grupo industrial internacional.,POSITIVE,lançamento basware corporation bolsa valores 31 agosto 2010 1625 basware assinou grande acordo grupo industrial internacional basware fornecerá solução automação faturas serviços conectividade grupo industrial internacional,NEUTRAL
560,positive,It estimates the operating profit to further improve from the third quarter .,Ele estima que o lucro operacional melhore ainda mais a partir do terceiro trimestre.,POSITIVE,estima lucro operacional melhore ainda partir terceiro trimestre,POSITIVE
561,positive,Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,A Kazgiprotsvetmet e a Outotec Finland assinaram um acordo sobre cooperação estratégica na comercialização e fornecimento de processamento de minerais e plantas metalúrgicas e serviços relacionados no Cazaquistão e países vizinhos.,POSITIVE,kazgiprotsvetmet outotec finland assinaram acordo sobre cooperação estratégica comercialização fornecimento processamento minerais plantas metalúrgicas serviços relacionados cazaquistão países vizinhos,POSITIVE
562,positive,Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,Lemcon assinou um acordo de cooperação de investimento com a administração regional de Kaluga em novembro passado.,POSITIVE,lemcon assinou acordo cooperação investimento administração regional kaluga novembro passado,POSITIVE
563,positive,Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .,A Ruukki previu um crescimento de vendas anual de 15-20% e um resultado positivo antes dos impostos para 2010.,POSITIVE,ruukki previu crescimento vendas anual 1520 resultado positivo antes impostos 2010,POSITIVE
564,positive,Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,"As vendas aumentaram 10 por cento, para 566 milhões de euros, devido ao forte volume e aos efeitos cambiais favoráveis.",POSITIVE,vendas aumentaram 10 cento 566 milhões euros devido forte volume efeitos cambiais favoráveis,POSITIVE
565,positive,The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,O crescimento das vendas líquidas continuou favoravelmente no Oriente Médio e na África e na Ásia-Pacífico.,POSITIVE,crescimento vendas líquidas continuou favoravelmente oriente médio áfrica ásiapacífico,POSITIVE
